year,month,day,hour,minute,web01prdjc,web02prdjc,web01stgjc,webo2stgjc
2013,07,11,21,37,up,up,,
2013,07,11,21,38,up,up,,
2013,07,11,21,39,up,up,,
2013,07,11,21,40,up,up,,
2013,07,11,21,41,up,up,,
2013,07,11,21,42,up,up,,
2013,07,11,21,43,up,up,,
2013,07,11,21,44,up,up,,
2013,07,11,21,45,up,up,,
2013,07,11,21,46,up,up,,
2013,07,11,21,47,up,up,,
2013,07,11,21,48,up,up,,
2013,07,11,21,49,up,up,,
2013,07,11,21,50,up,up,,
2013,07,11,21,51,up,up,,
2013,07,11,21,52,up,up,,
2013,07,11,21,53,up,up,,
2013,07,11,21,54,up,up,,
2013,07,11,21,55,up,up,,
2013,07,11,21,56,up,up,,
2013,07,11,21,57,up,up,,
2013,07,11,21,58,up,up,,
2013,07,11,21,59,up,up,,
2013,07,11,22,00,up,up,,
2013,07,11,22,01,up,up,,
2013,07,11,22,02,up,up,,
2013,07,11,22,03,up,up,,
2013,07,11,22,04,up,up,,
2013,07,11,22,05,up,up,,
2013,07,11,22,06,up,up,,
2013,07,11,22,07,up,up,,
2013,07,11,22,08,up,up,,
2013,07,11,22,09,up,up,,
2013,07,11,22,10,up,up,,
2013,07,11,22,11,up,up,,
2013,07,11,22,12,up,up,,
2013,07,11,22,13,up,up,,
2013,07,11,22,14,up,up,,
2013,07,11,22,15,up,up,,
2013,07,11,22,16,up,up,,
2013,07,11,22,17,up,up,,
2013,07,11,22,18,up,up,,
2013,07,11,22,19,up,up,,
2013,07,11,22,20,up,up,,
2013,07,11,22,21,up,up,,
2013,07,11,22,22,up,up,,
2013,07,11,22,23,up,up,,
2013,07,11,22,24,up,up,,
2013,07,11,22,25,up,up,,
2013,07,11,22,26,up,up,,
2013,07,11,22,27,up,up,,
2013,07,11,22,28,up,up,,
2013,07,11,22,29,up,up,,
2013,07,11,22,30,up,up,,
2013,07,11,22,31,up,up,,
2013,07,11,22,32,up,up,,
2013,07,11,22,33,up,up,,
2013,07,11,22,34,up,up,,
2013,07,11,22,35,up,up,,
2013,07,11,22,36,up,up,,
2013,07,11,22,37,up,up,,
2013,07,11,22,38,up,up,,
2013,07,11,22,39,up,up,,
2013,07,11,22,40,up,up,,
2013,07,11,22,41,up,up,,
2013,07,11,22,42,up,up,,
2013,07,11,22,43,up,up,,
2013,07,11,22,44,up,up,,
2013,07,11,22,45,up,up,,
2013,07,11,22,46,up,up,,
2013,07,11,22,47,up,up,,
2013,07,11,22,48,up,up,,
2013,07,11,22,49,up,up,,
2013,07,11,22,50,up,up,,
2013,07,11,22,51,up,up,,
2013,07,11,22,52,up,up,,
2013,07,11,22,53,up,up,,
2013,07,11,22,54,up,up,,
2013,07,11,22,55,up,up,,
2013,07,11,22,56,up,up,,
2013,07,11,22,57,up,up,,
2013,07,11,22,58,up,up,,
2013,07,11,22,59,up,up,,
2013,07,11,23,00,up,up,,
2013,07,11,23,01,up,up,,
2013,07,11,23,02,up,up,,
2013,07,11,23,03,up,up,,
2013,07,11,23,04,up,up,,
2013,07,11,23,05,up,up,,
2013,07,11,23,06,up,up,,
2013,07,11,23,07,up,up,,
2013,07,11,23,08,up,up,,
2013,07,11,23,09,up,up,,
2013,07,11,23,10,up,up,,
2013,07,11,23,11,up,up,,
2013,07,11,23,12,up,up,,
2013,07,11,23,13,up,up,,
2013,07,11,23,14,up,up,,
2013,07,11,23,15,up,up,,
2013,07,11,23,16,up,up,,
2013,07,11,23,17,up,up,,
2013,07,11,23,18,up,up,,
2013,07,11,23,19,up,up,,
2013,07,11,23,20,up,up,,
2013,07,11,23,21,up,up,,
2013,07,11,23,22,up,up,,
2013,07,11,23,23,up,up,,
2013,07,11,23,24,up,up,,
2013,07,11,23,25,up,up,,
2013,07,11,23,26,up,up,,
2013,07,11,23,27,up,up,,
2013,07,11,23,28,up,up,,
2013,07,11,23,29,up,up,,
2013,07,11,23,30,up,up,,
2013,07,11,23,31,up,up,,
2013,07,11,23,32,up,up,,
2013,07,11,23,33,up,up,,
2013,07,11,23,34,up,up,,
2013,07,11,23,35,up,up,,
2013,07,11,23,36,up,up,,
2013,07,11,23,37,up,up,,
2013,07,11,23,38,up,up,,
2013,07,11,23,39,up,up,,
2013,07,11,23,40,up,up,,
2013,07,11,23,41,up,up,,
2013,07,11,23,42,up,up,,
2013,07,11,23,43,up,up,,
2013,07,11,23,44,up,up,,
2013,07,11,23,45,up,up,,
2013,07,11,23,46,up,up,,
2013,07,11,23,47,up,up,,
2013,07,11,23,48,up,up,,
2013,07,11,23,49,up,up,,
2013,07,11,23,50,up,up,,
2013,07,11,23,51,up,up,,
2013,07,11,23,52,up,up,,
2013,07,11,23,53,up,up,,
2013,07,11,23,54,up,up,,
2013,07,11,23,55,up,up,,
2013,07,11,23,56,up,up,,
2013,07,11,23,57,up,up,,
2013,07,11,23,58,up,up,,
2013,07,11,23,59,up,up,,
2013,07,12,00,00,up,up,,
2013,07,12,00,01,up,up,,
2013,07,12,00,02,up,up,,
2013,07,12,00,03,up,up,,
2013,07,12,00,04,up,up,,
2013,07,12,00,05,up,up,,
2013,07,12,00,06,up,up,,
2013,07,12,00,07,up,up,,
2013,07,12,00,08,up,up,,
2013,07,12,00,09,up,up,,
2013,07,12,00,10,up,up,,
2013,07,12,00,11,up,up,,
2013,07,12,00,12,up,up,,
2013,07,12,00,13,up,up,,
2013,07,12,00,14,up,up,,
2013,07,12,00,15,up,up,,
2013,07,12,00,16,up,up,,
2013,07,12,00,17,up,up,,
2013,07,12,00,18,up,up,,
2013,07,12,00,19,up,up,,
2013,07,12,00,20,up,up,,
2013,07,12,00,21,up,up,,
2013,07,12,00,22,up,up,,
2013,07,12,00,23,up,up,,
2013,07,12,00,24,up,up,,
2013,07,12,00,25,up,up,,
2013,07,12,00,26,up,up,,
2013,07,12,00,27,up,up,,
2013,07,12,00,28,up,up,,
2013,07,12,00,29,up,up,,
2013,07,12,00,30,up,up,,
2013,07,12,00,31,up,up,,
2013,07,12,00,32,up,up,,
2013,07,12,00,33,up,up,,
2013,07,12,00,34,up,up,,
2013,07,12,00,35,up,up,,
2013,07,12,00,36,up,up,,
2013,07,12,00,37,up,up,,
2013,07,12,00,38,up,up,,
2013,07,12,00,39,up,up,,
2013,07,12,00,40,up,up,,
2013,07,12,00,41,up,up,,
2013,07,12,00,42,up,up,,
2013,07,12,00,43,up,up,,
2013,07,12,00,44,up,up,,
2013,07,12,00,45,up,up,,
2013,07,12,00,46,up,up,,
2013,07,12,00,47,up,up,,
2013,07,12,00,48,up,up,,
2013,07,12,00,49,up,up,,
2013,07,12,00,50,up,up,,
2013,07,12,00,51,up,up,,
2013,07,12,00,52,up,up,,
2013,07,12,00,53,up,up,,
2013,07,12,00,54,up,up,,
2013,07,12,00,55,up,up,,
2013,07,12,00,56,up,up,,
2013,07,12,00,57,up,up,,
2013,07,12,00,58,up,up,,
2013,07,12,00,59,up,up,,
2013,07,12,01,00,up,up,,
2013,07,12,01,01,up,up,,
2013,07,12,01,02,up,up,,
2013,07,12,01,03,up,up,,
2013,07,12,01,04,up,up,,
2013,07,12,01,05,up,up,,
2013,07,12,01,06,up,up,,
2013,07,12,01,07,up,up,,
2013,07,12,01,08,up,up,,
2013,07,12,01,09,up,up,,
2013,07,12,01,10,up,up,,
2013,07,12,01,11,up,up,,
2013,07,12,01,12,up,up,,
2013,07,12,01,13,up,up,,
2013,07,12,01,14,up,up,,
2013,07,12,01,15,up,up,,
2013,07,12,01,16,up,up,,
2013,07,12,01,17,up,up,,
2013,07,12,01,18,up,up,,
2013,07,12,01,19,up,up,,
2013,07,12,01,20,up,up,,
2013,07,12,01,21,up,up,,
2013,07,12,01,22,up,up,,
2013,07,12,01,23,up,up,,
2013,07,12,01,24,up,up,,
2013,07,12,01,25,up,up,,
2013,07,12,01,26,up,up,,
2013,07,12,01,27,up,up,,
2013,07,12,01,28,up,up,,
2013,07,12,01,29,up,up,,
2013,07,12,01,30,up,up,,
2013,07,12,01,31,up,up,,
2013,07,12,01,32,up,up,,
2013,07,12,01,33,up,up,,
2013,07,12,01,34,up,up,,
2013,07,12,01,35,up,up,,
2013,07,12,01,36,up,up,,
2013,07,12,01,37,up,up,,
2013,07,12,01,38,up,up,,
2013,07,12,01,39,up,up,,
2013,07,12,01,40,up,up,,
2013,07,12,01,41,up,up,,
2013,07,12,01,42,up,up,,
2013,07,12,01,43,up,up,,
2013,07,12,01,44,up,up,,
2013,07,12,01,45,up,up,,
2013,07,12,01,46,up,up,,
2013,07,12,01,47,up,up,,
2013,07,12,01,48,up,up,,
2013,07,12,01,49,up,up,,
2013,07,12,01,50,up,up,,
2013,07,12,01,51,up,up,,
2013,07,12,01,52,up,up,,
2013,07,12,01,53,up,up,,
2013,07,12,01,54,up,up,,
2013,07,12,01,55,up,up,,
2013,07,12,01,56,up,up,,
2013,07,12,01,57,up,up,,
2013,07,12,01,58,up,up,,
2013,07,12,01,59,up,up,,
2013,07,12,02,00,up,up,,
2013,07,12,02,01,up,up,,
2013,07,12,02,02,up,up,,
2013,07,12,02,03,up,up,,
2013,07,12,02,04,up,up,,
2013,07,12,02,05,up,up,,
2013,07,12,02,06,up,up,,
2013,07,12,02,07,up,up,,
2013,07,12,02,08,up,up,,
2013,07,12,02,09,up,up,,
2013,07,12,02,10,up,up,,
2013,07,12,02,11,up,up,,
2013,07,12,02,12,up,up,,
2013,07,12,02,13,up,up,,
2013,07,12,02,14,up,up,,
2013,07,12,02,15,up,up,,
2013,07,12,02,16,up,up,,
2013,07,12,02,17,up,up,,
2013,07,12,02,18,up,up,,
2013,07,12,02,19,up,up,,
2013,07,12,02,20,up,up,,
2013,07,12,02,21,up,up,,
2013,07,12,02,22,up,up,,
2013,07,12,02,23,up,up,,
2013,07,12,02,24,up,up,,
2013,07,12,02,25,up,up,,
2013,07,12,02,26,up,up,,
2013,07,12,02,27,up,up,,
2013,07,12,02,28,up,up,,
2013,07,12,02,29,up,up,,
2013,07,12,02,30,up,up,,
2013,07,12,02,31,up,up,,
2013,07,12,02,32,up,up,,
2013,07,12,02,33,up,up,,
2013,07,12,02,34,up,up,,
2013,07,12,02,35,up,up,,
2013,07,12,02,36,up,up,,
2013,07,12,02,37,up,up,,
2013,07,12,02,38,up,up,,
2013,07,12,02,39,up,up,,
2013,07,12,02,40,up,up,,
2013,07,12,02,41,up,up,,
2013,07,12,02,42,up,up,,
2013,07,12,02,43,up,up,,
2013,07,12,02,44,up,up,,
2013,07,12,02,45,up,up,,
2013,07,12,02,46,up,up,,
2013,07,12,02,47,up,up,,
2013,07,12,02,48,up,up,,
2013,07,12,02,49,up,up,,
2013,07,12,02,50,up,up,,
2013,07,12,02,51,up,up,,
2013,07,12,02,52,up,up,,
2013,07,12,02,53,up,up,,
2013,07,12,02,54,up,up,,
2013,07,12,02,55,up,up,,
2013,07,12,02,56,up,up,,
2013,07,12,02,57,up,up,,
2013,07,12,02,58,up,up,,
2013,07,12,02,59,up,up,,
2013,07,12,03,00,up,up,,
2013,07,12,03,01,up,up,,
2013,07,12,03,02,up,up,,
2013,07,12,03,03,up,up,,
2013,07,12,03,04,up,up,,
2013,07,12,03,05,up,up,,
2013,07,12,03,06,up,up,,
2013,07,12,03,07,up,up,,
2013,07,12,03,08,up,up,,
2013,07,12,03,09,up,up,,
2013,07,12,03,10,up,up,,
2013,07,12,03,11,up,up,,
2013,07,12,03,12,up,up,,
2013,07,12,03,13,up,up,,
2013,07,12,03,14,up,up,,
2013,07,12,03,15,up,up,,
2013,07,12,03,16,up,up,,
2013,07,12,03,17,up,up,,
2013,07,12,03,18,up,up,,
2013,07,12,03,19,up,up,,
2013,07,12,03,20,up,up,,
2013,07,12,03,21,up,up,,
2013,07,12,03,22,up,up,,
2013,07,12,03,23,up,up,,
2013,07,12,03,24,up,up,,
2013,07,12,03,25,up,up,,
2013,07,12,03,26,up,up,,
2013,07,12,03,27,up,up,,
2013,07,12,03,28,up,up,,
2013,07,12,03,29,up,up,,
2013,07,12,03,30,up,up,,
2013,07,12,03,31,up,up,,
2013,07,12,03,32,up,up,,
2013,07,12,03,33,up,up,,
2013,07,12,03,34,up,up,,
2013,07,12,03,35,up,up,,
2013,07,12,03,36,up,up,,
2013,07,12,03,37,up,up,,
2013,07,12,03,38,up,up,,
2013,07,12,03,39,up,up,,
2013,07,12,03,40,up,up,,
2013,07,12,03,41,up,up,,
2013,07,12,03,42,up,up,,
2013,07,12,03,43,up,up,,
2013,07,12,03,44,up,up,,
2013,07,12,03,45,up,up,,
2013,07,12,03,46,up,up,,
2013,07,12,03,47,up,up,,
2013,07,12,03,48,up,up,,
2013,07,12,03,49,up,up,,
2013,07,12,03,50,up,up,,
2013,07,12,03,51,up,up,,
2013,07,12,03,52,up,up,,
2013,07,12,03,53,up,up,,
2013,07,12,03,54,up,up,,
2013,07,12,03,55,up,up,,
2013,07,12,03,56,up,up,,
2013,07,12,03,57,up,up,,
2013,07,12,03,58,up,up,,
2013,07,12,03,59,up,up,,
2013,07,12,04,00,up,up,,
2013,07,12,04,01,up,up,,
2013,07,12,04,02,up,up,,
2013,07,12,04,03,up,up,,
2013,07,12,04,04,up,up,,
2013,07,12,04,05,up,up,,
2013,07,12,04,06,up,up,,
2013,07,12,04,07,up,up,,
2013,07,12,04,08,up,up,,
2013,07,12,04,09,up,up,,
2013,07,12,04,10,up,up,,
2013,07,12,04,11,up,up,,
2013,07,12,04,12,up,up,,
2013,07,12,04,13,up,up,,
2013,07,12,04,14,up,up,,
2013,07,12,04,15,up,up,,
2013,07,12,04,16,up,up,,
2013,07,12,04,17,up,up,,
2013,07,12,04,18,up,up,,
2013,07,12,04,19,up,up,,
2013,07,12,04,20,up,up,,
2013,07,12,04,21,up,up,,
2013,07,12,04,22,up,up,,
2013,07,12,04,23,up,up,,
2013,07,12,04,24,up,up,,
2013,07,12,04,25,up,up,,
2013,07,12,04,26,up,up,,
2013,07,12,04,27,up,up,,
2013,07,12,04,28,up,up,,
2013,07,12,04,29,up,up,,
2013,07,12,04,30,up,up,,
2013,07,12,04,31,up,up,,
2013,07,12,04,32,up,up,,
2013,07,12,04,33,up,up,,
2013,07,12,04,34,up,up,,
2013,07,12,04,35,up,up,,
2013,07,12,04,36,up,up,,
2013,07,12,04,37,up,up,,
2013,07,12,04,38,up,up,,
2013,07,12,04,39,up,up,,
2013,07,12,04,40,up,up,,
2013,07,12,04,41,up,up,,
2013,07,12,04,42,up,up,,
2013,07,12,04,43,up,up,,
2013,07,12,04,44,up,up,,
2013,07,12,04,45,up,up,,
2013,07,12,04,46,up,up,,
2013,07,12,04,47,up,up,,
2013,07,12,04,48,up,up,,
2013,07,12,04,49,up,up,,
2013,07,12,04,50,up,up,,
2013,07,12,04,51,up,up,,
2013,07,12,04,52,up,up,,
2013,07,12,04,53,up,up,,
2013,07,12,04,54,up,up,,
2013,07,12,04,55,up,up,,
2013,07,12,04,56,up,up,,
2013,07,12,04,57,up,up,,
2013,07,12,04,58,up,up,,
2013,07,12,04,59,up,up,,
2013,07,12,05,00,up,up,,
2013,07,12,05,01,up,up,,
2013,07,12,05,02,up,up,,
2013,07,12,05,03,up,up,,
2013,07,12,05,04,up,up,,
2013,07,12,05,05,up,up,,
2013,07,12,05,06,up,up,,
2013,07,12,05,07,up,up,,
2013,07,12,05,08,up,up,,
2013,07,12,05,09,up,up,,
2013,07,12,05,10,up,up,,
2013,07,12,05,11,up,up,,
2013,07,12,05,12,up,up,,
2013,07,12,05,13,up,up,,
2013,07,12,05,14,up,up,,
2013,07,12,05,15,up,up,,
2013,07,12,05,16,up,up,,
2013,07,12,05,17,up,up,,
2013,07,12,05,18,up,up,,
2013,07,12,05,19,up,up,,
2013,07,12,05,20,up,up,,
2013,07,12,05,21,up,up,,
2013,07,12,05,22,up,up,,
2013,07,12,05,23,up,up,,
2013,07,12,05,24,up,up,,
2013,07,12,05,25,up,up,,
2013,07,12,05,26,up,up,,
2013,07,12,05,27,up,up,,
2013,07,12,05,28,up,up,,
2013,07,12,05,29,up,up,,
2013,07,12,05,30,up,up,,
2013,07,12,05,31,up,up,,
2013,07,12,05,32,up,up,,
2013,07,12,05,33,up,up,,
2013,07,12,05,34,up,up,,
2013,07,12,05,35,up,up,,
2013,07,12,05,36,up,up,,
2013,07,12,05,37,up,up,,
2013,07,12,05,38,up,up,,
2013,07,12,05,39,up,up,,
2013,07,12,05,40,up,up,,
2013,07,12,05,41,up,up,,
2013,07,12,05,42,up,up,,
2013,07,12,05,43,up,up,,
2013,07,12,05,44,up,up,,
2013,07,12,05,45,up,up,,
2013,07,12,05,46,up,up,,
2013,07,12,05,47,up,up,,
2013,07,12,05,48,up,up,,
2013,07,12,05,49,up,up,,
2013,07,12,05,50,up,up,,
2013,07,12,05,51,up,up,,
2013,07,12,05,52,up,up,,
2013,07,12,05,53,up,up,,
2013,07,12,05,54,up,up,,
2013,07,12,05,55,up,up,,
2013,07,12,05,56,up,up,,
2013,07,12,05,57,up,up,,
2013,07,12,05,58,up,up,,
2013,07,12,05,59,up,up,,
2013,07,12,06,00,up,up,,
2013,07,12,06,01,up,up,,
2013,07,12,06,02,up,up,,
2013,07,12,06,03,up,up,,
2013,07,12,06,04,up,up,,
2013,07,12,06,05,up,up,,
2013,07,12,06,06,up,up,,
2013,07,12,06,07,up,up,,
2013,07,12,06,08,up,up,,
2013,07,12,06,09,up,up,,
2013,07,12,06,10,up,up,,
2013,07,12,06,11,up,up,,
2013,07,12,06,12,up,up,,
2013,07,12,06,13,up,up,,
2013,07,12,06,14,up,up,,
2013,07,12,06,15,up,up,,
2013,07,12,06,16,up,up,,
2013,07,12,06,17,up,up,,
2013,07,12,06,18,up,up,,
2013,07,12,06,19,up,up,,
2013,07,12,06,20,up,up,,
2013,07,12,06,21,up,up,,
2013,07,12,06,22,up,up,,
2013,07,12,06,23,up,up,,
2013,07,12,06,24,up,up,,
2013,07,12,06,25,up,up,,
2013,07,12,06,26,up,up,,
2013,07,12,06,27,up,up,,
2013,07,12,06,28,up,up,,
2013,07,12,06,29,up,up,,
2013,07,12,06,30,up,up,,
2013,07,12,06,31,up,up,,
2013,07,12,06,32,up,up,,
2013,07,12,06,33,up,up,,
2013,07,12,06,34,up,up,,
2013,07,12,06,35,up,up,,
2013,07,12,06,36,up,up,,
2013,07,12,06,37,up,up,,
2013,07,12,06,38,up,up,,
2013,07,12,06,39,up,up,,
2013,07,12,06,40,up,up,,
2013,07,12,06,41,up,up,,
2013,07,12,06,42,up,up,,
2013,07,12,06,43,up,up,,
2013,07,12,06,44,up,up,,
2013,07,12,06,45,up,up,,
2013,07,12,06,46,up,up,,
2013,07,12,06,47,up,up,,
2013,07,12,06,48,up,up,,
2013,07,12,06,49,up,up,,
2013,07,12,06,50,up,up,,
2013,07,12,06,51,up,up,,
2013,07,12,06,52,up,up,,
2013,07,12,06,53,up,up,,
2013,07,12,06,54,up,up,,
2013,07,12,06,55,up,up,,
2013,07,12,06,56,up,up,,
2013,07,12,06,57,up,up,,
2013,07,12,06,58,up,up,,
2013,07,12,06,59,up,up,,
2013,07,12,07,00,up,up,,
2013,07,12,07,01,up,up,,
2013,07,12,07,02,up,up,,
2013,07,12,07,03,up,up,,
2013,07,12,07,04,up,up,,
2013,07,12,07,05,up,up,,
2013,07,12,07,06,up,up,,
2013,07,12,07,07,up,up,,
2013,07,12,07,08,up,up,,
2013,07,12,07,09,up,up,,
2013,07,12,07,10,up,up,,
2013,07,12,07,11,up,up,,
2013,07,12,07,12,up,up,,
2013,07,12,07,13,up,up,,
2013,07,12,07,14,up,up,,
2013,07,12,07,15,up,up,,
2013,07,12,07,16,up,up,,
2013,07,12,07,17,up,up,,
2013,07,12,07,18,up,up,,
2013,07,12,07,19,up,up,,
2013,07,12,07,20,up,up,,
2013,07,12,07,21,up,up,,
2013,07,12,07,22,up,up,,
2013,07,12,07,23,up,up,,
2013,07,12,07,24,up,up,,
2013,07,12,07,25,up,up,,
2013,07,12,07,26,up,up,,
2013,07,12,07,27,up,up,,
2013,07,12,07,28,up,up,,
2013,07,12,07,29,up,up,,
2013,07,12,07,30,up,up,,
2013,07,12,07,31,up,up,,
2013,07,12,07,32,up,up,,
2013,07,12,07,33,up,up,,
2013,07,12,07,34,up,up,,
2013,07,12,07,35,up,up,,
2013,07,12,07,36,up,up,,
2013,07,12,07,37,up,up,,
2013,07,12,07,38,up,up,,
2013,07,12,07,39,up,up,,
2013,07,12,07,40,up,up,,
2013,07,12,07,41,up,up,,
2013,07,12,07,42,up,up,,
2013,07,12,07,43,up,up,,
2013,07,12,07,44,up,up,,
2013,07,12,07,45,up,up,,
2013,07,12,07,46,up,up,,
2013,07,12,07,47,up,up,,
2013,07,12,07,48,up,up,,
2013,07,12,07,49,up,up,,
2013,07,12,07,50,up,up,,
2013,07,12,07,51,up,up,,
2013,07,12,07,52,up,up,,
2013,07,12,07,53,up,up,,
2013,07,12,07,54,up,up,,
2013,07,12,07,55,up,up,,
2013,07,12,07,56,up,up,,
2013,07,12,07,57,up,up,,
2013,07,12,07,58,up,up,,
2013,07,12,07,59,up,up,,
2013,07,12,08,00,up,up,,
,,,,,,,,
EXPERIMENTAL ADDITION,,,,,,,,
THE FOLLOWING FORMULAS MAY OR MAY NOT WORK OR BE ACCURATE,,,,,,,,
IF YOU HAVE PROBLEMS CHECK THAT THE REFERENCES AND RANGES ARE CORRECT,,,,,,,,
,,,,,,,,
Total minutes down in the last 24hrs (8a-8a),,,,,"=COUNTIF(F2:F1444,""DOWN!"")","=COUNTIF(G2:G1444,""DOWN!"")","=COUNTIF(H2:H1444,""DOWN!"")","=COUNTIF(I2:I1444,""DOWN!"")"
Percent uptime in the last 24hrs (8a-8a),,,,,=100-(F1446/1440),=100-(G1446/1440),=100-(H1446/1440),=100-(I1446/1440)
